id,parent,base_TransformedCentroid_x,slot_Centroid_x,base_TransformedCentroid_y,slot_Centroid_y,base_PsfFlux_instFlux,base_PsfFlux_instFluxErr,base_PsfFlux_area,base_PsfFlux_chi2,base_PsfFlux_npixels,base_PsfFlux_flag,base_PsfFlux_flag_noGoodPixels,base_PsfFlux_flag_edge,base_InvalidPsf_flag,scienceFlux,scienceFluxErr,mjd,date,band,detector,visit,scienceMag,scienceMagErr
1,0,1674.5592831315046,1674.5592831315046,2614.0502957443327,2614.0502957443327,7052.579823029618,2619.7320566260155,54.42436,58380.695,1681,False,False,False,False,7052.579823029618,2620.585963294829,57114.27644971322,2015-04-02 06:38:05.255222,g,21,427428,21.779129974202274,0.4034360658689996
1,0,1703.2241231597443,1703.2241231597443,2615.7775837328663,2615.7775837328663,37587.9317517555,1936.4330725854206,46.949234,830020.6,1681,False,False,False,False,37587.9317517555,1937.6238816272398,57114.28879865543,2015-04-02 06:55:52.203829,i,21,427456,19.962378925906442,0.055968719252248327
1,0,1679.5936744895544,1679.5936744895544,2597.598679106998,2597.598679106998,7330.410081257538,2689.855621846974,61.102627,52864.242,1681,False,False,False,False,7330.410081257538,2690.7227946897265,57114.289542306164,2015-04-02 06:56:56.455253,g,21,427458,21.73717932293141,0.3985336594786304
1,0,1686.6463375575024,1686.6463375575024,2603.503873443539,2603.503873443539,53448.25968999362,1977.5628942090677,48.642357,827088.6,1681,False,False,False,False,53448.25968999362,1979.8446918032155,57114.30204120869,2015-04-02 07:14:56.360431,i,21,427486,19.580166077837596,0.04021813009734701
1,0,1690.0264341223872,1690.0264341223872,2601.548746721355,2601.548746721355,8864.42554557583,2509.583998010529,58.80082,55329.805,1681,False,False,False,False,8864.42554557583,2510.772169263854,57114.30281368823,2015-04-02 07:16:03.102663,g,21,427488,21.530873508440266,0.30752542644226016
1,0,1705.972114587646,1705.972114587646,2583.1756998056294,2583.1756998056294,48078.07088395245,1964.9096369390193,48.859497,910162.56,1681,False,False,False,False,48078.07088395245,1966.8069168893458,57114.31496501439,2015-04-02 07:33:32.977243,i,21,427516,19.695132416430848,0.04441595592697216
1,0,1695.012458587668,1695.012458587668,2593.110704710439,2593.110704710439,11414.86601449817,2338.4334677753172,56.49731,64079.71,1681,False,False,False,False,11414.86601449817,2340.519118912549,57114.31570817074,2015-04-02 07:34:37.185952,g,21,427518,21.256322954522314,0.2226207773358319
1,0,1686.032177007887,1686.032177007887,2597.090781524766,2597.090781524766,42295.01702710555,1786.446042385571,43.102177,926350.6,1681,False,False,False,False,42295.01702710555,1788.0743477374144,57114.32786845756,2015-04-02 07:52:07.834733,i,21,427546,19.834276989665614,0.0459008458347143
1,0,1682.8472789456366,1682.8472789456366,2614.854048786901,2614.854048786901,7219.477096066419,2061.3830469265126,47.575813,68712.52,1681,False,False,False,False,7219.477096066419,2062.256836228844,57114.328605804774,2015-04-02 07:53:11.541532,g,21,427548,21.753735642681473,0.31014253259749003
1,0,1677.6765213936435,1677.6765213936435,2610.2472534913823,2610.2472534913823,31392.894932562755,1837.000863374199,44.137913,927777.8,1681,False,False,False,False,31392.894932562755,1837.8343665406874,57114.34082866157,2015-04-02 08:10:47.596359,i,21,427576,20.157921583697792,0.06356225873365329
1,0,1664.2308296370882,1664.2308296370882,2609.483144909048,2609.483144909048,4774.855911646555,1867.1553605663994,44.77063,77269.305,1681,False,False,False,False,4774.855911646555,1867.556030153817,57114.341573190635,2015-04-02 08:11:51.923671,g,21,427578,22.202599323405284,0.42465641558032763
1,0,1651.5825348650776,1651.5825348650776,2595.639553582974,2595.639553582974,18951.27456266698,334.19182333067613,62.391907,1575650.4,1681,False,False,False,False,18951.27456266698,334.19809653153516,57114.374976590654,2015-04-02 08:59:57.977433,g,21,427628,20.705903940899564,0.019146520819256
1,0,1676.006072908878,1676.006072908878,2612.0102819159742,2612.0102819159742,49438.43929071343,1714.3850430601979,46.567627,935327.2,1681,False,False,False,False,49438.43929071343,1716.4318422251106,57114.404502380145,2015-04-02 09:42:29.005644,i,21,427651,19.664838119582164,0.03769520682368213
1,0,1679.4688285290154,1679.4688285290154,2621.157388171757,2621.157388171757,7825.116144309801,1456.5291585647633,63.017586,84348.164,1681,False,False,False,False,7825.116144309801,1457.599183623479,57114.40526545591,2015-04-02 09:43:34.935391,g,21,427653,21.666273019291317,0.20224213628275686
1,0,1686.8395764105644,1686.8395764105644,2627.2620793531196,2627.2620793531196,39028.82522593015,2164.276432722274,44.834023,845473.8,1681,False,False,False,False,39028.82522593015,2165.6377223512195,57115.2242640951,2015-04-03 05:22:56.417817,i,21,427936,19.92153630214369,0.060245504904013286
1,0,1686.4675538357462,1686.4675538357462,2626.660158752635,2626.660158752635,8249.289423795397,3888.0692036259734,63.0353,40489.426,1681,False,False,False,False,8249.289423795397,3889.4218766405406,57115.22502376334,2015-04-03 05:24:02.053153,g,21,427938,21.608958647599515,0.51190907847964
1,0,1689.2933553963746,1689.2933553963746,2629.885004793744,2629.885004793744,63161.19907762473,2301.1843119961172,50.62577,821293.75,1681,False,False,False,False,63161.19907762473,2304.419985706587,57115.23058885444,2015-04-03 05:32:02.877024,i,21,427951,19.398874084410597,0.03961280415805468
1,0,1684.3202030222214,1684.3202030222214,2604.6384498142265,2604.6384498142265,14029.638814909606,3475.8788679206964,55.00529,41664.125,1681,False,False,False,False,14029.638814909606,3479.8476822606945,57115.23134133672,2015-04-03 05:33:07.891493,g,21,427953,21.032383773731812,0.26930106081269367
1,0,1687.4337686641045,1687.4337686641045,2598.279030451638,2598.279030451638,51542.502548520315,2332.906673767275,53.591923,804430.6,1681,False,False,False,False,51542.502548520315,2334.99402440802,57115.24108485134,2015-04-03 05:47:09.731156,i,21,427976,19.619586247319408,0.049186349611316155
1,0,1684.6772696349765,1684.6772696349765,2613.0244082232502,2613.0244082232502,6582.575115185633,3936.167600882799,75.82731,39195.06,1681,False,False,False,False,6582.575115185633,3936.8471775055873,57115.24182083024,2015-04-03 05:48:13.319733,g,21,427978,21.854010440913832,0.6493473205276336
1,0,1688.91853091352,1688.91853091352,2608.1212418050527,2608.1212418050527,54747.2511495932,2374.865216922973,58.85548,816186.4,1681,False,False,False,False,54747.2511495932,2377.0048844409034,57115.251570716224,2015-04-03 06:02:15.709882,i,21,428001,19.554094204485967,0.047140271113750326
1,0,1681.6385143814484,1681.6385143814484,2605.8678168835872,2605.8678168835872,12779.572040302814,3730.4129852719825,73.62811,39181.508,1681,False,False,False,False,12779.572040302814,3732.8607059867218,57115.25233217557,2015-04-03 06:03:21.499969,g,21,428003,21.133709223747438,0.31713910317396987
1,0,1683.8017235186217,1683.8017235186217,2620.2493683373777,2620.2493683373777,47026.03882062223,2003.2472987230844,45.353817,890992.4,1681,False,False,False,False,47026.03882062223,2005.169991095445,57115.26445524146,2015-04-03 06:20:48.932862,i,21,428031,19.719154004910152,0.046295322987573176
1,0,1683.7368263976964,1683.7368263976964,2602.70842146195,2602.70842146195,3415.5829247441593,3002.599765394925,54.036865,49563.305,1681,False,False,False,False,3415.5829247441593,3002.795627350854,57115.2652127927,2015-04-03 06:21:54.385289,g,21,428033,22.566337915610948,0.9545205020453215
1,0,1674.7438014036445,1674.7438014036445,2583.9867784162734,2583.9867784162734,64627.74665717789,2023.5751680678452,49.625755,885553.3,1681,False,False,False,False,64627.74665717789,2026.9738587419276,57115.27823722683,2015-04-03 06:40:39.696398,i,21,428061,19.37395246534625,0.03405284909914113
1,0,1696.3194762797882,1696.3194762797882,2586.564510845464,2586.564510845464,4967.5489738698825,2738.7816682775247,49.40231,51866.777,1681,False,False,False,False,4967.5489738698825,2739.2189815977763,57115.27897995137,2015-04-03 06:41:43.867798,g,21,428063,22.15964460648064,0.5986995270153322
1,0,1684.1305769123126,1684.1305769123126,2613.7763524706506,2613.7763524706506,55582.59956728194,2115.47884620119,52.48673,786822.25,1681,False,False,False,False,55582.59956728194,2117.9071874808615,57115.291191041746,2015-04-03 06:59:18.906007,i,21,428091,19.53765286343041,0.04137065429949775
1,0,1680.05474214034,1680.05474214034,2615.3910310499296,2615.3910310499296,5506.687928451045,2839.2915220378763,55.50124,55587.117,1681,False,False,False,False,5506.687928451045,2839.76254590742,57115.2919629043,2015-04-03 07:00:25.594932,g,21,428093,22.047773837211516,0.5599069802154334
1,0,1672.4605420747098,1672.4605420747098,2604.7482656389357,2604.7482656389357,60413.288718888405,1935.515353701436,46.617493,862759.56,1681,False,False,False,False,60413.288718888405,1938.6351946247803,57115.30428015601,2015-04-03 07:18:09.805479,i,21,428121,19.447168804833357,0.03484078525200962
1,0,1663.4477560113644,1663.4477560113644,2615.62970770725,2615.62970770725,5048.918078315418,2843.4065611856777,60.07758,47420.984,1681,False,False,False,False,5048.918078315418,2843.808347646388,57115.30504001881,2015-04-03 07:19:15.457625,g,21,428123,22.142004189831,0.6115420441646914
1,0,1660.426926499019,1660.426926499019,2606.9257602863017,2606.9257602863017,37932.85148976995,1767.7314667322717,40.65808,881570.75,1681,False,False,False,False,37932.85148976995,1769.0339776015915,57115.31722227625,2015-04-03 07:36:48.004668,i,21,428151,19.9524612731715,0.050634322532998106
1,0,1665.8499229883516,1665.8499229883516,2603.6198723791,2603.6198723791,3758.7645986127504,2195.798614074117,38.631012,64340.445,1681,False,False,False,False,3758.7645986127504,2196.06587318086,57115.3179979276,2015-04-03 07:37:55.020945,g,21,428153,22.462387180344862,0.6343435892277551
1,0,1672.8165295091915,1672.8165295091915,2610.7715686202973,2610.7715686202973,30276.360704258674,1763.3195988054097,40.873287,880522.44,1681,False,False,False,False,30276.360704258674,1764.1731667098877,57115.33041657388,2015-04-03 07:55:47.991983,i,21,428181,20.197240823346547,0.06326475950229712
1,0,1665.0015167932006,1665.0015167932006,2602.1785338848354,2602.1785338848354,4838.017801439677,2141.3204547614273,39.090282,70624.52,1681,False,False,False,False,4838.017801439677,2141.7598321990663,57115.33119427574,2015-04-03 07:56:55.185424,g,21,428183,22.188331344972138,0.4806485397848771
1,0,1675.2349611845877,1675.2349611845877,2610.0103560630696,2610.0103560630696,48219.92788231441,1698.2368854642546,38.157696,938726.25,1681,False,False,False,False,48219.92788231441,1700.5194256293178,57115.343384273576,2015-04-03 08:14:28.401237,i,21,428211,19.691933608721396,0.03828947052360527
1,0,1664.584432134266,1664.584432134266,2613.859547852613,2613.859547852613,4025.747599343918,2084.3925237842136,39.707264,67082.08,1681,False,False,False,False,4025.747599343918,2084.6925714285867,57115.34415585417,2015-04-03 08:15:35.065800,g,21,428213,22.387883643444773,0.5622374837804569
1,0,1674.4415438415965,1674.4415438415965,2608.725950719506,2608.725950719506,47381.96805765735,1687.6658657642256,38.336674,892652.3,1681,False,False,False,False,47381.96805765735,1689.791301675234,57115.35626597103,2015-04-03 08:33:01.379897,i,21,428241,19.71096726095221,0.038720797592907696
1,0,1661.928786386241,1661.928786386241,2610.1501982569926,2610.1501982569926,7568.65690002773,1792.533914597978,31.126925,81751.55,1681,False,False,False,False,7568.65690002773,1793.7769055242077,57115.357031298096,2015-04-03 08:34:07.504155,g,21,428243,21.70245295404325,0.25732022937642995
1,0,1664.691346817503,1664.691346817503,2601.9637927695544,2601.9637927695544,53631.152247959646,1679.5725656199597,39.19694,938794.2,1681,False,False,False,False,53631.152247959646,1682.2771440836389,57115.36908445532,2015-04-03 08:51:28.896940,i,21,428271,19.57645718065055,0.034056870404797296
1,0,1669.6539915532328,1669.6539915532328,2622.5806379347728,2622.5806379347728,9220.67116772703,1755.1277806670357,32.372677,78067.47,1681,False,False,False,False,9220.67116772703,1756.7895049510032,57115.369856637946,2015-04-03 08:52:35.613519,g,21,428273,21.488093664331345,0.20686237855878414
1,0,1657.9214980487163,1657.9214980487163,2604.3075623435275,2604.3075623435275,38226.11519480347,1879.1106220933086,48.16282,938435.75,1681,False,False,False,False,38226.11519480347,1880.2938538519008,57115.38244142931,2015-04-03 09:10:42.939493,i,21,428291,19.944099589453288,0.05340597919269405
1,0,1657.2881953623842,1657.2881953623842,2607.915898030628,2607.915898030628,11000.699215839368,2150.908513944506,53.90194,65601.375,1681,False,False,False,False,11000.699215839368,2152.7446224568153,57115.38320994102,2015-04-03 09:11:49.338904,g,21,428293,21.296449274393105,0.2124694740161928
1,0,1652.4987428057314,1652.4987428057314,2618.612818780085,2618.612818780085,35636.27599259542,1566.2347191932936,35.03928,943497.56,1681,False,False,False,False,35636.27599259542,1567.5411195361562,57115.41020448954,2015-04-03 09:50:41.667896,i,21,428334,20.02026921559804,0.0477585297150894
1,0,1656.784705673869,1656.784705673869,2626.2095938236153,2626.2095938236153,6641.889618208656,1369.3049122679718,32.97348,95500.664,1681,False,False,False,False,6641.889618208656,1370.2788484948098,57115.41091825589,2015-04-03 09:51:43.337309,g,21,428336,21.84427086558137,0.22399670002741626
1,0,1697.650445336247,1697.650445336247,2646.8445714920713,2646.8445714920713,64797.93732431702,3127.4075915718063,70.65039,701683.1,1681,False,False,False,False,64797.93732431702,3130.035611356723,57116.221648888866,2015-04-04 05:19:10.463998,i,21,428622,19.371097046393146,0.05244600562550483
1,0,1688.4901501605145,1688.4901501605145,2615.6516630537844,2615.6516630537844,64644.92998281664,3121.654455263644,72.56884,663456.7,1681,False,False,False,False,64644.92998281664,3124.1907936095363,57116.22796781182,2015-04-04 05:28:16.418941,i,21,428637,19.37366382648831,0.052471973534437284
1,0,1696.348914481258,1696.348914481258,2617.248794222183,2617.248794222183,7144.080238846311,5092.641825268662,81.34363,29096.193,1681,False,False,False,False,7144.080238846311,5093.455454565588,57116.22872954022,2015-04-04 05:29:22.232275,g,21,428639,21.765134190767522,0.7740883094053396
1,0,1688.3319923362153,1688.3319923362153,2658.443805843629,2658.443805843629,53467.0625735443,2957.101247555991,67.927826,770446.56,1681,False,False,False,False,53467.0625735443,2958.933994553087,57116.2362296279,2015-04-04 05:40:10.239851,i,21,428657,19.57978418736197,0.06008599707449604
1,0,1697.6096277630932,1697.6096277630932,2630.254070902752,2630.254070902752,48059.5926870028,2783.9391560383706,64.322136,784744.3,1681,False,False,False,False,48059.5926870028,2785.671934664897,57116.24676156329,2015-04-04 05:55:20.199068,i,21,428682,19.69554978558522,0.06293238675038221
1,0,1686.3096889616054,1686.3096889616054,2625.8254610503845,2625.8254610503845,10561.434373233551,5013.633475316874,88.00928,29141.908,1681,False,False,False,False,10561.434373233551,5015.25632825568,57116.247502825245,2015-04-04 05:56:24.244101,g,21,428684,21.34069273810473,0.5155782045599517
1,0,1687.9479956128594,1687.9479956128594,2611.3725016668195,2611.3725016668195,43624.93987727395,2760.9764540483147,67.07199,771236.4,1681,False,False,False,False,43624.93987727395,2762.1861295791896,57116.259654348265,2015-04-04 06:13:54.135690,i,21,428712,19.800662896413492,0.0687452061504654
1,0,1674.3203424381743,1674.3203424381743,2610.0398153043975,2610.0398153043975,40816.74370531512,2111.4679564128164,44.42526,873781.6,1681,False,False,False,False,40816.74370531512,2112.8545117980793,57116.2726640935,2015-04-04 06:32:38.177678,i,21,428742,19.87290411389691,0.056202490218420185
1,0,1658.6525183140752,1658.6525183140752,2610.3804414724727,2610.3804414724727,40768.906115601145,1941.6456376565409,40.42951,910791.3,1681,False,False,False,False,40768.906115601145,1943.1054633592116,57116.28553105395,2015-04-04 06:51:09.883062,i,21,428772,19.874177352736517,0.051747769372332816
1,0,1660.5225289183984,1660.5225289183984,2615.7485193397893,2615.7485193397893,7417.882573375308,3011.154429480719,45.45853,52099.2,1681,False,False,False,False,7417.882573375308,3012.0860922097954,57116.28630910447,2015-04-04 06:52:17.106626,g,21,428774,21.72430011481253,0.4408712176030756
1,0,1688.4922897973306,1688.4922897973306,2609.599818800525,2609.599818800525,34523.290690461276,1864.9328092485107,41.007233,871163.75,1681,False,False,False,False,34523.290690461276,1866.0076317428336,57116.29872747255,2015-04-04 07:10:10.053629,i,21,428802,20.054719537273584,0.05868478941661107
1,0,1680.6371848889046,1680.6371848889046,2624.4514621077933,2624.4514621077933,3982.50189457846,2793.9527377026566,42.670883,58594.297,1681,False,False,False,False,3982.50189457846,2794.223236012585,57116.29949653997,2015-04-04 07:11:16.501053,g,21,428804,22.399610022304344,0.7617797585094189
1,0,1668.0478040622897,1668.0478040622897,2595.8067856023554,2595.8067856023554,30304.87294411076,1786.2757530753518,36.425297,906444.4,1681,False,False,False,False,30304.87294411076,1787.1765402359147,57116.31171264576,2015-04-04 07:28:51.972594,i,21,428832,20.196218831171493,0.06402938159836735
1,0,1684.0175396605946,1684.0175396605946,2623.498326840673,2623.498326840673,45978.424556324106,2021.903342175298,47.787926,942744.4,1681,False,False,False,False,45978.424556324106,2023.585114217646,57116.3245974828,2015-04-04 07:47:25.222514,i,21,428862,19.743614784614266,0.047785013147291826
1,0,1690.284627275059,1690.284627275059,2636.4224982831897,2636.4224982831897,5587.6473318105,2671.8227226330946,43.140892,61086.906,1681,False,False,False,False,5587.6473318105,2672.334134900117,57116.325376528024,2015-04-04 07:48:32.532021,g,21,428864,22.031927531216574,0.5192614617880562
1,0,1672.4685880928953,1672.4685880928953,2613.2336201274593,2613.2336201274593,49796.9808662583,2113.3556111547405,53.800404,901059.2,1681,False,False,False,False,49796.9808662583,2115.126632504638,57116.33755876742,2015-04-04 08:06:05.077505,i,21,428892,19.65699246804405,0.046116642467264164
1,0,1665.46979013225,1665.46979013225,2605.3279028959764,2605.3279028959764,8333.018358311376,2801.9877573070626,49.0749,57746.625,1681,False,False,False,False,8333.018358311376,2803.028783402041,57116.338291406224,2015-04-04 08:07:08.377498,g,21,428894,21.597994153468818,0.365215784036199
1,0,1677.638325732031,1677.638325732031,2642.266324905854,2642.266324905854,56370.13163490388,1798.3450497468896,38.916016,971045.0,1681,False,False,False,False,56370.13163490388,1801.2578551396628,57116.35129752145,2015-04-04 08:25:52.105853,i,21,428922,19.522377377547468,0.034693743135046355
1,0,1666.7431766954512,1666.7431766954512,2617.6190678622697,2617.6190678622697,46102.14996399879,1816.1487700004063,39.83368,874728.1,1681,False,False,False,False,46102.14996399879,1818.0273727390838,57116.364196457405,2015-04-04 08:44:26.573920,i,21,428952,19.740697052267265,0.042815750271203074
1,0,1663.8162050275814,1663.8162050275814,2625.425535832712,2625.425535832712,7279.555689176048,2504.500980088601,42.81253,64938.938,1681,False,False,False,False,7279.555689176048,2505.3805317757174,57116.364960321676,2015-04-04 08:45:32.571793,g,21,428954,21.744737818073077,0.373674227685311
1,0,1675.628133221925,1675.628133221925,2614.061481682437,2614.061481682437,59771.8260352085,1867.1416128045275,41.35946,946520.2,1681,False,False,False,False,59771.8260352085,1870.3092912041186,57116.37707152861,2015-04-04 09:02:58.980072,i,21,428982,19.458758690560472,0.03397357327446661
1,0,1674.1954559080943,1674.1954559080943,2617.771806167261,2617.771806167261,5743.322075331624,2417.8802952580418,41.55663,62059.035,1681,False,False,False,False,5743.322075331624,2418.4305110108435,57116.3778241061,2015-04-04 09:04:04.002767,g,21,428984,22.002092071426098,0.4571879358419164
1,0,1671.9759972226898,1671.9759972226898,2612.4712540367304,2612.4712540367304,30849.704045130457,1829.8229647655585,41.566803,958691.1,1681,False,False,False,False,30849.704045130457,1830.627586979425,57116.39026778812,2015-04-04 09:21:59.136894,i,21,429012,20.176872494975004,0.0644278027985266
1,0,1660.8281420378385,1660.8281420378385,2607.2306329850508,2607.2306329850508,10604.4333398617,2267.214574361206,37.39053,70631.914,1681,False,False,False,False,10604.4333398617,2269.124780973776,57116.391014299574,2015-04-04 09:23:03.635483,g,21,429014,21.336281333886063,0.23232461828547077
1,0,1681.4884651274806,1681.4884651274806,2623.7259921417144,2623.7259921417144,51974.29997897757,2026.6651926287284,49.17924,864160.56,1681,False,False,False,False,51974.29997897757,2028.6851362364027,57116.40364968777,2015-04-04 09:41:15.333023,i,21,429042,19.610528378238683,0.04237896232094419
1,0,1674.2952212437601,1674.2952212437601,2627.902337377287,2627.902337377287,5472.906765136296,2375.8351969786595,48.794247,62814.37,1681,False,False,False,False,5472.906765136296,2376.2787073795935,57116.40439271189,2015-04-04 09:42:19.530307,g,21,429044,22.05445487577553,0.47141527088185675
